Id,Ano,Numero_Accidente,Provincia,Mes,Dia,Hora,Dia_Semana,Tipo_Dia,Vehiculos_Implicados,Carretera,Pk,Km,Hm,Sentido,Zona,Tipo_Via,Anchura_Calzada,Anchura_Carril,Marcas_Viales,Arcen,Arcen_Pavimentado,Mediana,Barrera_Seguridad,Paneles_Direccionales,Hitos_Arista,Captafaros,Interseccion_Tipo,Interseccion_Acondicionamiento,Prioridad_Regulada_por,Superficie,Luminosidad,Factores_Atmosfericos,Visibilidad_Restringida_por,Otras_Circunstancias,Senalizacion_Peligro,Aceras,Arboles,Arboles_Metros_Calzada,Visibilidad_Senalizacion_Vertical,Colision_Vehiculos_Marcha,Colision_Vehiculo_Obstaculo_1,Colision_Vehiculo_Obstaculo_2,Atropello_1,Atropello_2,Vuelco_1,Vuelco_2,Salida_Sin_Colision,Salida_Con_Colision,Lado_Salida,Otro,Circulacion,Circulacion_Medidas_Especiales,Distraccion,Inexperiencia_Conductor,Alcohol_Drogas,Cansancio_Sueno,Enfermedad,Velocidad_Inadecuada,Infraccion_Norma_Circulacion,Estado_Condicion_Via,Estado_Condicion_Senalizacion,Tramo_Obras,Mal_Estado_Vehiculo,Averia_Mecanica,Meteorologia_Adversa,Irrupcion_Animal,Circular_Sentido_Contrario,Otro_Factor,Sin_Opinion_Definida,Pendiente,Curvatura,Peralte,GPS_x,GPS_y,GPS_z,Tipo_Est,IMD,N_Muertos,N_Graves,N_Leves,Hora_Real,Fuera_o_Interseccion
14729,5,2009030000299,1,2,9,6,1,1,2,CV-91,22.1,22,1,0,1,5,3,2,3,4,2,1,1,2,2,2,7,7,8,1,5,1,9,14,3,1,1,NaN,2,4,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,702140.963,4219273.75,-24.143,Cob,7792,0,2,0,20,1
14731,5,2009030000306,1,2,6,3,5,1,2,CV-821,2.4,2,4,1,1,5,2,2,3,3,2,1,1,1,1,1,5,1,4,1,2,1,9,14,3,1,1,NaN,1,3,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,722148.977,4253678.278,26.032,Sec,24033,0,0,0,8,6
14732,5,2009030000307,1,2,6,4,5,1,1,CV-81,49.6,49,6,0,1,5,2,2,3,3,2,1,1,1,1,1,7,7,8,1,1,1,9,14,3,1,1,NaN,1,NaN,NaN,,NaN,,NaN,,57,NaN,50,NaN,1,4,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,679734.121,4278334.131,466.21,Cob,4998,0,0,0,14,1
14734,5,2009030000309,1,2,7,5,6,2,2,CV-865,2.5,2,5,0,1,5,3,2,3,4,2,1,1,1,1,1,2,5,3,1,1,1,9,14,1,1,1,NaN,2,2,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,705252.859,4236458.122,32.45,Cob,13788,0,0,2,15,7
14738,5,2009030000315,1,2,11,3,3,1,2,CV-800,28.5,28,5,1,1,5,3,2,3,3,2,1,2,2,2,2,7,7,8,1,1,1,2,14,1,1,3,NaN,2,2,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,720535.755,4261151.88,161.752,Cob,1719,0,0,1,8,5
14739,5,2009030000327,1,2,7,1,6,2,1,CV-91,15,15,0,0,1,5,2,2,3,3,2,1,1,1,2,2,5,1,4,1,4,1,9,14,3,1,1,NaN,2,NaN,NaN,,NaN,,NaN,,55,NaN,50,NaN,1,4,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,695386.935,4219107.869,-17.886,Cob,9784,0,0,0,3,6
14740,5,2009030000340,1,2,7,6,6,2,1,CV-840,0,0,0,0,1,5,3,2,4,3,2,1,1,2,2,2,5,1,8,1,5,1,9,14,3,1,1,NaN,1,NaN,NaN,,NaN,,NaN,,67,NaN,60,NaN,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,694343.966,4250758.038,234.056,Cob,3196,0,0,0,22,6
14741,5,2009030000343,1,2,12,4,4,1,1,CV-821,3.1,3,1,1,1,5,3,2,3,3,2,2,2,2,1,2,1,1,8,9,1,1,9,14,3,1,1,NaN,1,NaN,NaN,,NaN,,12,9,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,721692.45,4254196.712,36.138,Sec,24033,0,0,0,14,6
14744,5,2009030000345,1,2,11,3,3,1,3,CV-900,6,6,0,1,1,5,3,2,3,3,2,1,1,2,1,1,5,6,4,1,1,1,9,14,1,1,1,NaN,2,3,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,687258.394,4222020.057,-14.162,Cob,7284,0,0,0,10,6
14745,5,2009030000355,1,2,14,6,6,2,1,CV-83,23.8,23,8,0,1,5,3,2,3,3,2,1,2,1,2,2,5,1,8,1,3,1,9,14,3,1,1,NaN,2,NaN,NaN,,NaN,,NaN,,NaN,63,60,NaN,1,4,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,672286.746,4252856.89,562.783,Cob,5152,0,0,0,21,6
14751,5,2009030000359,1,2,13,3,5,1,2,CV-91,8.5,8,5,0,1,5,3,2,3,3,2,1,1,2,1,1,5,1,4,1,2,1,9,14,1,1,1,NaN,2,3,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,689257.336,4218122.323,-12.643,Pri,12685,0,0,0,7,6
14752,5,2009030000372,1,2,15,1,7,3,1,CV-840,1.1,1,1,1,1,5,3,2,3,3,2,1,2,2,1,1,7,7,8,1,5,1,9,14,1,1,1,NaN,2,NaN,NaN,,NaN,,NaN,,NaN,54,50,NaN,1,4,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,671557.622,4248092.086,517.635,Cob,3196,0,0,0,0,5
14753,5,2009030000376,1,2,9,4,1,4,1,CV-914,2.3,2,3,0,1,5,3,2,3,1,2,1,1,1,1,1,7,7,8,1,1,1,9,14,3,1,2,2,1,NaN,NaN,,NaN,,NaN,,NaN,61,60,NaN,1,4,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,690936.366,4218676.067,-10.245,Cob,3587,0,0,0,13,1
14757,5,2009030000387,1,2,18,5,3,1,2,CV-821,6,6,0,1,1,5,3,2,3,3,2,2,1,2,1,1,5,2,8,1,1,1,9,14,1,1,1,NaN,2,4,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,719311.097,4252805.773,52.997,Cob,14646,0,0,1,16,6
14760,5,2009030000390,1,2,16,3,1,4,3,CV-95,17.5,17,5,1,1,5,2,2,3,3,2,1,1,1,1,1,7,7,8,1,1,1,9,14,3,1,1,NaN,2,5,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,688320.886,4212587.721,50.678,Pri,8579,0,0,0,10,1
14762,5,2009030000395,1,2,12,6,4,1,2,CV-895,1.2,1,2,0,1,5,3,2,3,3,2,1,1,1,1,1,1,1,3,1,1,1,9,14,1,1,1,NaN,2,3,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,700943.918,4213768.143,-14.311,Cob,8075,0,0,0,18,7
14766,5,2009030000401,1,2,22,6,7,3,2,CV-840,2,2,0,1,1,5,2,3,3,3,2,1,1,1,1,1,7,7,8,1,5,1,9,3,3,1,3,NaN,2,1,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,3,672304.127,4247698.265,513.234,Cob,3196,1,3,0,20,3
14767,5,2009030000404,1,2,15,2,7,3,1,CV-845,6,6,0,0,1,5,1,2,4,3,2,1,1,1,1,1,5,1,8,1,3,1,9,14,1,1,1,NaN,2,NaN,NaN,,NaN,,NaN,,NaN,61,60,NaN,1,4,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,688894.779,4242672.469,336.231,Sec,4524,0,1,1,5,6
14769,5,2009030000406,1,2,19,1,4,1,2,CV-925,30.5,30,5,0,1,5,3,2,3,3,2,1,1,1,1,1,1,1,3,1,3,1,9,14,1,1,1,NaN,1,2,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,692161.279,4195232.827,58.221,Sec,4604,0,0,2,23,6
14770,5,2009030000409,1,2,21,4,6,2,1,CV-800,10.6,10,6,1,1,5,2,2,3,3,2,1,1,1,1,1,7,7,8,1,1,1,9,14,3,1,1,NaN,1,NaN,NaN,,NaN,,NaN,,66,NaN,60,NaN,1,4,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,716875.374,4272632.877,772.26,Sec,5482,0,0,0,11,1
14772,5,2009030000410,1,2,23,5,1,4,2,CV-911,0,0,0,0,1,5,2,2,3,3,2,1,1,1,1,1,5,1,4,1,1,1,9,14,1,1,1,NaN,2,3,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,686812.878,4220582.857,-10.075,Sec,8182,0,0,0,15,6
14773,5,2009030000411,1,2,17,5,2,1,1,CV-830,15.9,15,9,0,1,5,2,2,3,3,2,1,1,2,1,1,7,7,8,1,1,1,9,14,1,1,1,NaN,2,NaN,NaN,,NaN,,NaN,,NaN,62,60,NaN,1,4,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,687806.137,4266403.748,504.73,Pri,2763,0,0,0,16,5
14776,5,2009030000413,1,2,22,6,7,3,3,CV-865,3.9,3,9,0,1,5,3,2,3,3,2,1,1,1,2,2,1,6,3,1,5,1,9,14,1,1,1,NaN,1,2,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,706414.219,4235713.219,22.638,Cob,13788,0,1,0,20,6
14777,5,2009030000416,1,2,20,3,5,1,1,CV-720,41.7,41,7,0,1,5,2,2,3,2,2,1,1,1,1,1,7,7,5,1,1,1,9,14,1,1,1,NaN,2,NaN,NaN,,NaN,,NaN,,NaN,53,50,NaN,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,757110.044,4293436.298,191.402,Cob,2146,0,0,2,9,4
14778,5,2009030000419,1,2,20,5,5,1,1,CV-845,16.5,16,5,1,1,5,2,3,3,3,2,1,1,2,1,1,7,7,8,1,1,1,9,14,3,1,1,NaN,2,NaN,NaN,,NaN,,NaN,,67,NaN,60,NaN,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,691691.285,4243787.523,268.325,Cob,1147,0,0,1,16,2
14782,5,2009030000428,1,2,23,3,1,4,2,CV-91,3,3,0,0,1,5,3,2,3,3,2,1,1,1,1,1,7,7,8,1,1,1,9,14,3,2,1,NaN,2,4,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,683910.816,4218042.446,-12.735,Sec,11799,0,0,0,9,1
14783,5,2009030000433,1,2,26,6,4,1,1,CV-941,3.2,3,2,0,1,5,2,2,3,1,2,1,2,2,1,1,7,7,8,1,5,1,2,14,1,1,1,NaN,2,NaN,NaN,,NaN,,NaN,,NaN,61,60,NaN,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,695100.683,4198185.736,64.494,Sec,3828,0,0,2,22,5
14784,5,2009030000434,1,2,26,5,4,1,1,CV-715,22,22,0,0,1,5,2,3,3,3,2,1,1,1,1,1,7,7,8,1,1,1,9,14,1,1,1,NaN,2,NaN,NaN,,NaN,,NaN,,65,NaN,60,NaN,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,755013.686,4290636.872,535.615,Cob,3161,0,0,1,16,4
14786,5,2009030000435,1,2,21,3,6,2,2,CV-915,4.3,4,3,1,1,5,3,1,3,1,2,1,1,1,1,1,5,3,4,1,2,1,9,14,1,1,1,NaN,2,3,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,2,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,678425.39,4216482.36,1.931,Sec,8284,0,0,0,8,6
14787,5,2009030000436,1,2,27,2,5,1,1,CV-705,2.8,2,8,0,1,5,2,2,3,3,2,1,2,2,1,1,7,7,8,1,1,1,2,14,1,1,1,NaN,2,NaN,NaN,,NaN,,NaN,,NaN,54,50,NaN,1,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,724192.498,4297613.283,369.902,Sec,4190,0,0,0,6,5
14788,5,2009030000440,1,2,26,3,4,1,1,CV-800,12.3,12,3,0,1,5,3,2,3,3,2,1,2,2,2,2,7,7,5,1,2,1,9,14,1,1,1,NaN,1,NaN,NaN,,NaN,,NaN,,56,NaN,50,NaN,1,4,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,719730.206,4278609.858,880.929,Sec,5482,0,0,0,7,1
14789,5,2009030000444,1,2,27,1,5,1,1,CV-763,3.9,3,9,0,1,5,2,3,3,3,2,1,2,2,1,1,7,7,8,1,5,1,9,14,3,1,1,NaN,1,NaN,NaN,,NaN,,NaN,,NaN,63,60,NaN,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,751186.064,4275354.024,126.439,Cob,11852,0,0,1,23,1
14791,5,2009030000445,1,2,28,3,6,2,1,CV-86,7.6,7,6,0,1,5,3,2,2,3,2,2,2,1,2,2,5,1,4,3,3,4,9,14,1,1,1,NaN,2,NaN,NaN,,NaN,,NaN,,NaN,53,50,NaN,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,704912.501,4240603.662,80.456,Sec,8025,1,2,0,7,6
14792,5,2009030000453,1,2,27,1,5,1,1,CV-821,7.9,7,9,1,1,5,3,2,3,3,2,2,2,2,2,2,7,7,8,1,3,1,9,14,2,1,1,NaN,1,NaN,NaN,,NaN,,NaN,,NaN,63,60,NaN,1,4,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,717707.761,4252422.311,70.535,Cob,14646,0,0,0,23,1
14793,5,2009030000456,1,2,28,4,6,2,1,CV-836,1.4,1,4,1,1,5,3,2,3,3,2,1,1,2,1,1,7,7,8,3,1,4,9,14,1,1,1,NaN,2,NaN,NaN,,NaN,,NaN,,NaN,52,50,NaN,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,670558.113,4247012.784,536.243,Cob,2364,0,0,0,13,5
14795,5,2009030000458,1,2,28,6,6,3,1,CV-720,48.3,48,3,1,1,5,2,2,3,3,2,1,1,1,1,1,7,7,8,1,4,1,9,14,1,1,3,NaN,2,NaN,NaN,,NaN,,NaN,,NaN,64,60,NaN,1,4,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,731378.024,4291312.587,593.058,Cob,2146,0,0,0,18,1
14799,5,2009030000459,1,3,3,4,2,1,2,CV-91,14.8,14,8,1,1,5,2,2,3,3,2,1,2,1,2,1,7,7,8,3,1,4,9,14,1,1,1,NaN,2,3,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,691306.273,4218003.897,-18.561,Pri,12685,0,0,5,13,2
14801,5,2009030000462,1,2,22,6,7,3,2,CV-925,12.9,12,9,0,1,5,3,2,3,3,2,1,1,1,1,1,1,1,3,1,3,1,6,14,1,1,1,NaN,2,2,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,686898.03,4207308.448,122.708,Cob,1883,0,0,0,20,7
14802,5,2009030000463,1,2,28,3,6,2,1,CV-925,2.3,2,3,0,1,5,2,2,4,3,2,1,1,1,1,1,7,7,8,3,1,4,9,14,3,1,1,NaN,2,NaN,NaN,,NaN,,NaN,,NaN,62,60,NaN,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,681758.722,4215220.33,-10.16,Cob,2107,0,0,0,8,2
14803,5,2009030000464,1,2,27,6,5,1,1,CV-905,7.6,7,6,1,1,5,3,2,4,3,2,2,1,1,1,2,7,7,8,1,1,1,9,14,3,1,3,NaN,2,NaN,NaN,,NaN,,NaN,,65,NaN,60,NaN,1,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,700140.296,4213266.266,-11.176,Cob,28977,0,0,0,18,1
14804,5,2009030000472,1,2,28,6,6,2,1,CV-95,26,26,0,0,1,5,3,2,3,3,2,1,1,2,1,1,5,6,4,7,3,1,9,14,1,1,1,NaN,2,NaN,NaN,,NaN,,12,9,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,700356.33,4204352.1,-5.576,Cob,21913,0,0,0,20,6
14807,5,2009030000474,1,3,4,3,3,1,2,CV-725,0.2,0,2,0,1,5,3,2,3,2,2,1,1,1,2,2,1,4,3,1,1,1,9,14,1,1,1,NaN,2,2,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,762872.095,4301049.153,17.24,Pri,21233,0,0,3,10,6
14808,5,2009030000475,1,2,24,6,2,1,1,CV-951,5,5,0,0,1,5,2,2,3,1,2,1,1,2,1,1,7,7,8,1,1,1,9,3,1,1,1,NaN,2,NaN,NaN,,NaN,,NaN,,57,NaN,50,NaN,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,688616.851,4206425.035,84.425,Cob,1663,0,0,0,18,1
14811,5,2009030000479,1,2,19,4,4,1,3,CV-91,3.3,3,3,1,1,5,3,2,3,2,2,1,1,1,1,1,7,7,8,1,1,1,9,14,3,1,1,NaN,2,5,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,702061.31,4219275.493,-24.546,Sec,11799,0,0,2,11,1
14812,5,2009030000482,1,3,3,4,2,1,1,CV-805,11.5,11,5,1,1,5,3,2,3,3,2,1,2,1,1,1,7,7,8,3,1,4,9,14,1,1,1,NaN,2,NaN,NaN,,NaN,,NaN,,66,NaN,60,NaN,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,709632.694,4275775.859,631.86,Cob,1504,0,0,0,14,5
14814,5,2009030000486,1,3,3,6,2,1,2,CV-905,9,9,0,0,1,5,3,2,3,1,2,1,1,2,2,2,5,1,8,3,3,4,9,14,3,1,3,NaN,1,2,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,702704.304,4208839.843,-19.001,Cob,28977,0,0,0,19,6
14815,5,2009030000495,1,3,5,5,4,1,1,CV-914,1.4,1,4,1,1,5,1,3,3,1,2,1,1,1,1,1,7,7,8,1,1,8,9,7,1,1,2,1,2,NaN,NaN,,NaN,,NaN,,NaN,61,60,NaN,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,692696.507,4219397.199,-17.399,Cob,3587,0,0,1,15,1
14818,5,2009030000501,1,3,3,4,2,1,3,CV-95,6,6,0,1,1,5,2,2,4,3,2,2,1,1,1,1,5,6,4,3,1,1,9,14,1,1,1,NaN,2,5,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,2,4,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,696393.941,4205314.666,12.65,Cob,9867,0,0,0,13,6
14820,5,2009030000503,1,3,6,6,5,1,2,CV-821,4.3,4,3,0,1,5,2,2,3,3,2,1,1,1,1,1,1,2,8,1,1,1,9,14,1,1,2,1,2,2,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,719957.707,4253215.959,48.684,Sec,24033,0,1,0,17,6
14822,5,2009030000505,1,3,8,4,7,3,2,CV-915,3.1,3,1,0,1,5,2,2,3,3,2,1,1,1,1,1,7,7,8,1,1,1,9,14,2,2,1,NaN,2,3,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,677692.724,4215723.966,3.644,Sec,8284,0,1,1,11,1
14828,5,2009030000509,1,3,3,6,2,1,3,CV-734,5.7,5,7,1,1,5,3,2,3,2,2,1,1,1,1,1,1,1,3,3,2,4,9,14,3,1,3,NaN,2,1,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,768705.745,4297445.731,46.313,Sec,11748,0,0,0,18,6
14829,5,2009030000523,1,3,7,4,6,2,1,CV-70,20.1,20,1,1,1,5,2,2,3,3,2,1,1,2,1,1,7,7,8,1,1,1,9,14,1,1,1,NaN,2,NaN,NaN,,NaN,,NaN,,66,NaN,60,NaN,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,742218.812,4284457.563,546.47,Sec,756,0,0,0,14,5
14832,5,2009030000524,1,3,8,4,7,3,3,CV-91,4.9,4,9,0,1,5,3,2,3,3,2,1,1,1,1,1,2,1,5,1,1,1,9,14,1,1,1,NaN,2,4,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,685769.385,4218238.969,-13.255,Sec,11799,0,0,0,11,7
14833,5,2009030000526,1,3,10,3,2,1,1,CV-870,2,2,0,0,1,5,3,2,3,3,2,1,1,1,1,1,7,7,8,1,1,1,9,14,1,1,1,NaN,2,NaN,NaN,,NaN,,NaN,,NaN,64,60,NaN,1,4,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,680147.5,4221603.45,10.168,Cob,14392,0,0,0,9,5
14836,5,2009030000538,1,3,4,4,3,1,2,CV-905,5,5,0,0,1,5,3,2,3,3,2,2,2,2,2,2,5,2,3,1,1,1,9,14,1,1,1,NaN,1,3,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,700603.148,4212062.826,-15.523,Cob,28977,0,0,0,11,6
14838,5,2009030000548,1,3,10,4,2,1,2,CV-945,6.5,6,5,1,1,5,2,2,3,3,2,1,1,1,1,1,1,1,7,1,1,1,9,14,2,1,1,NaN,1,2,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,696836.265,4211374.342,-3.542,Cob,4608,0,0,2,11,7
14839,5,2009030000549,1,3,6,6,5,1,1,CV-800,2.2,2,2,1,1,5,3,2,3,3,2,1,2,1,1,1,7,7,8,1,5,1,9,13,2,1,3,NaN,2,NaN,30,32,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,719987.58,4279489.475,832.12,Cob,14543,0,0,1,20,1
14842,5,2009030000563,1,3,12,6,4,1,2,CV-820,1.1,1,1,1,1,5,3,2,3,3,2,1,1,1,1,1,7,7,8,1,1,1,9,14,3,1,1,NaN,2,NaN,NaN,,NaN,,NaN,,NaN,NaN,NaN,71,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,696962.416,4251954.789,211.364,Cob,4847,0,0,1,18,1
14844,5,2009030000573,1,3,15,4,7,3,2,CV-70,41.8,41,8,0,1,5,2,3,3,3,2,1,1,1,1,1,7,7,8,1,1,1,9,14,3,1,3,NaN,2,NaN,30,29,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,749102.628,4278404.224,253.888,Cob,0,0,0,0,14,1
14845,5,2009030000580,1,3,14,6,6,1,1,CV-800,17.1,17,1,1,1,5,3,2,3,4,2,1,1,2,1,1,5,2,8,1,1,1,9,14,1,1,1,NaN,2,NaN,NaN,,NaN,,NaN,,NaN,54,50,NaN,1,4,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,717482.3,4270253.041,481.316,Cob,3122,0,0,0,17,6
14849,5,2009030000587,1,3,16,6,1,4,2,CV-70,43.2,43,2,1,1,5,3,2,3,3,2,2,1,1,1,1,5,1,8,1,4,1,2,14,3,2,3,NaN,2,2,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,3,726264.582,4286956.607,517.133,Cob,0,0,0,0,20,6
14850,5,2009030000591,1,3,9,3,1,4,1,CV-941,0.4,0,4,0,1,5,2,3,3,1,2,1,1,1,1,1,5,1,4,8,1,1,9,14,2,1,1,NaN,2,NaN,NaN,,NaN,,NaN,,66,NaN,60,NaN,1,4,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,696557.509,4196427.015,15.11,Sec,3828,0,0,0,9,6
14853,5,2009030000611,1,3,15,4,7,3,2,CV-865,5,5,0,0,1,5,3,3,3,4,2,1,1,1,1,1,7,7,8,1,1,1,9,14,1,1,1,NaN,2,4,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,3,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,707336.293,4235117.953,11.815,Cob,13788,0,0,3,11,1
14854,5,2009030000612,1,3,14,5,6,2,1,CV-855,1,1,0,1,1,5,3,2,3,4,2,2,2,1,2,2,7,7,8,1,1,1,9,14,1,1,1,NaN,2,NaN,NaN,,NaN,,NaN,,NaN,61,60,NaN,1,4,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,696175.127,4223716.291,-15.276,Pri,4917,0,0,1,16,1
14856,5,2009030000620,1,3,13,6,5,1,2,CV-865,1,1,0,0,1,5,2,2,3,3,2,1,1,1,1,1,7,7,5,1,5,1,9,14,3,1,3,NaN,1,4,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,704007.41,4237256.873,43.71,Cob,13788,0,0,0,20,1
14857,5,2009030000623,1,3,14,4,6,2,1,CV-895,4.9,4,9,1,1,5,1,3,3,3,2,1,1,1,1,1,7,7,8,1,1,1,9,14,1,1,1,NaN,2,NaN,NaN,,NaN,,NaN,,NaN,52,50,NaN,1,4,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,701451.626,4214527.359,-6.975,Cob,8075,0,0,0,13,1
